state,name,pop2019,age_over_65_2019,households_speak_spanish_2019,hs_grad_2019,bachelors_2019,household_has_computer_2019,poverty_2019,uninsured_2019,unemployment_rate_2019,per_capita_income_2019,median_household_income_2019
Mississippi,Forrest County,75224,13.3,2.5,87.4,27.8,66.6,26,13.9,7.8,22534,39840
Mississippi,Hancock County,46961,19.7,3.1,87.5,22,70.7,18.5,12.9,7.3,27462,48119
Mississippi,Harrison County,204502,14.5,4.2,88.3,23.1,70,20.1,15.2,8.9,25415,47894
Mississippi,Hinds County,238797,13.6,2.1,87.5,29,63.8,21.3,12.4,8.6,23734,44625
Mississippi,Holmes County,17737,14.5,1,76.8,10.2,46.9,42.4,16.1,16.8,15291,21504
Mississippi,Jackson County,142376,15.6,4.9,88.7,21.1,71.9,16.2,13.6,7.4,27141,51657
Mississippi,Jones County,68352,16.4,3.1,84.1,20.8,56.1,21.7,11.4,4.2,23163,41775
Mississippi,Lafayette County,53590,12.1,2.9,90.4,45.6,79.9,22.1,8.6,5,27765,50272
Mississippi,Lamar County,61969,13.1,2.4,89.4,34.1,75.8,18.3,13.2,10.2,30062,60328
Mississippi,Lauderdale County,76279,16.6,1.8,84.5,19.7,63.1,20.8,10.8,4.8,24698,42534
Mississippi,Leake County,22792,15.9,2.1,78.6,14.3,48,26.4,15.1,7.4,19893,37096
Mississippi,Lee County,85072,14.5,2.2,83.6,24.4,62.9,14.6,11.4,5.5,26369,50559
Mississippi,Leflore County,29222,13.8,1.9,81.6,18.5,54.5,36.8,14.5,7.5,18419,26735
Mississippi,Lincoln County,34320,16.7,0.8,86.3,16.2,57.8,21,14.3,6.7,23541,42606
Mississippi,Lowndes County,59150,15.5,1.8,86,23.4,65,20.4,12,8.3,26438,50441
Mississippi,Madison County,104562,12.8,2.4,91.7,48.4,77.9,9.6,6.9,4,38901,71824
Mississippi,Marion County,24990,18,3.4,81.5,12.3,52.7,25.5,15.3,4.5,19545,32090
Mississippi,Marshall County,35599,17,5.6,82.1,13.8,53.9,18.8,13.1,6.5,21853,42233
Mississippi,Monroe County,35673,19,1.7,81,16.7,51.9,17.4,10.2,5,23844,42354
Mississippi,Neshoba County,29332,15.7,2.1,80.3,11.6,49.2,25.6,12.1,8.5,19540,37987
Mississippi,Oktibbeha County,49512,11,1.3,90.7,42.6,75.1,30.1,9.4,7.4,22512,40453
Mississippi,Panola County,34190,15.4,1.3,80.6,14.9,52.5,20.3,13,6.6,19892,38304
Mississippi,Pearl River County,55219,18.4,2.9,83.8,16.7,70.5,17.1,14.2,7.7,23920,46901
Mississippi,Pike County,39532,16.6,3.1,83.2,16.6,52.9,33,13.8,4.6,17621,31784
Mississippi,Pontotoc County,31618,14.7,6,76.5,18.1,55.1,16.2,15.8,5.4,21191,44759
Mississippi,Prentiss County,25255,17.6,2.2,80.1,12.4,55,21.9,12,7.1,19693,39256
Mississippi,Rankin County,152677,14.7,2.7,89.5,29,77.2,8.3,9.3,3.8,30835,65996
Mississippi,Scott County,28332,14.9,8.4,74,11.4,52.2,25.5,17.1,6.8,22203,34943
Mississippi,Simpson County,26888,17.2,0.9,79.7,16.2,57.5,19.4,14.1,7.2,23520,43850
Mississippi,Sunflower County,26168,12.9,1.2,74.9,15.4,55,31.7,14.4,13.5,15646,30838
Mississippi,Warren County,46519,16.1,2.4,87.1,22.4,63.7,20.6,11.9,6.2,25661,45113
Mississippi,Washington County,46057,15.4,2.3,78.8,17.9,54.5,33.9,15.7,13,20174,29705
Mississippi,Yazoo County,28565,12.7,2.4,78.9,13.4,52,31.8,12.8,14.6,19972,33279
Missouri,Barry County,35530,20.2,5.6,83.6,14.6,65.1,21.1,14.3,3.8,25068,44403
Missouri,Boone County,177651,11.9,2.8,94.5,46.1,84.2,17.9,7,3.7,30415,55328
Missouri,Buchanan County,88460,15.8,4.5,88.3,21.1,67.6,17.2,10.3,4.5,26347,51916
Missouri,Butler County,42656,18.5,2.3,83,13.3,63.2,23.7,11.9,7.5,21652,39915
Missouri,Camden County,45466,27.7,2.9,90.4,21.1,75.7,14.8,13.1,4.6,28275,53478
Missouri,Cape Girardeau County,78491,16.2,1.6,91,31.5,75.7,16.4,7.9,4.3,28267,53732
Missouri,Cass County,103597,16.5,2.5,92.4,26.3,80.1,9,7.3,3.2,32868,69433
Missouri,Christian County,85658,15.2,2.6,92,28.6,78.3,10,8.3,3.2,28216,60645
Missouri,Clay County,242516,13.8,3.8,93.3,33.2,81.8,8.2,7.5,3.5,34560,70510
Missouri,Cole County,76723,16,2.4,92.3,33.3,75.5,10.3,8.2,3.1,30422,60066
Missouri,Dunklin County,30027,17.8,7,76.3,13.8,59.2,25.7,15.6,6.4,21801,36380
Missouri,Franklin County,103191,16.9,1.4,88.4,20.9,75.1,10.5,8,3.9,30278,57214
Missouri,Greene County,289756,16.1,2.8,91.8,30.5,76.5,16.4,10.7,3.5,27525,46086
Missouri,Howell County,40104,19.6,1.1,87,18,68.1,22.3,13.8,3.9,21048,38357
Missouri,Jackson County,696216,14.6,5.7,90.6,31.6,74.7,14.7,11.2,4.1,31480,55134
Missouri,Jasper County,119920,15.2,5,86.7,23.6,69.1,17.1,13.1,4.7,24484,48357
Missouri,Jefferson County,223951,14.5,1.6,89.1,20.4,78.9,9.6,8.1,4.9,29999,65454
Missouri,Johnson County,53682,12.3,2.1,92.5,28.9,81.7,14.5,9.2,4.3,25380,55273
Missouri,Laclede County,35531,17.5,2,85.2,14.6,65.5,15,10.8,6.2,23051,47257
Missouri,Lawrence County,38204,17.8,5.5,84.7,16,64.4,16.8,13.5,5.9,22957,44742
Missouri,Lincoln County,56477,13.3,1.4,89.5,16.8,77.5,11,7.8,3.1,26848,64196
Missouri,Newton County,58180,17.7,3.6,87.1,20,68.5,13.5,12.6,3.5,28353,50813
Missouri,Pettis County,42355,16.4,5.4,86.5,18,73.2,16.4,14,5.7,23576,46157
Missouri,Phelps County,44630,15.8,1.2,88.3,29.1,77,20.6,7.9,4.4,25202,44154
Missouri,Platte County,100682,14.3,3.5,95.8,43.1,85.4,6.2,5.8,3.5,40567,80393
Missouri,Polk County,31748,17.8,0.3,88.4,19.9,71.3,16.5,13.3,3.3,22773,45660
Missouri,Pulaski County,52425,8.3,6.3,92.8,28.3,79.5,15.1,10.6,5.7,23651,53492
Missouri,St. Charles County,394290,14.7,2.9,94.8,38.9,88.1,5.2,4.5,2.6,38943,84978
Missouri,St. Francois County,66643,16.2,1.1,84.8,14.3,69.1,15.5,9,4.3,22578,46466
Missouri,St. Louis County,996919,17.7,2.4,93.5,43.6,80.5,9.7,6.1,4.3,41426,67420
Missouri,Scott County,38633,17.8,2,85,16.3,64,19.8,11,3.8,24921,44139
Missouri,Stoddard County,29377,19.7,1.3,80.9,13.3,64.3,18.2,11.2,5.5,22138,41062
Missouri,Taney County,55114,21.3,4,88.9,19.9,76.2,14.7,15.8,4.3,23776,46031
Missouri,Texas County,25604,20.5,0.4,83.6,13.5,63.3,25.3,16.1,8.2,19973,35067
Missouri,Webster County,38655,15.5,1.6,86.1,16.8,63.7,17.8,13.8,4.2,22961,50560
Missouri,St. Louis city,308174,13.1,3.3,87.8,36.3,66.9,21.8,10.8,6.6,30542,43896
Montana,Cascade County,81625,18.3,1.6,91.8,25.7,72.7,13.3,7.8,3.8,30110,49913
Montana,Flathead County,99899,18.7,2.1,94.7,31,81.1,10.9,8.7,3.3,31694,56182
Montana,Gallatin County,108063,12.2,2.5,96.8,50.1,88.8,11.3,7.8,2.4,36924,66397
Montana,Lake County,30013,21.4,2.3,91.8,29.6,76.3,19.4,14.2,7.1,25388,48829
Montana,Lewis and Clark County,67805,18,2.3,95.6,40.1,80.6,10.4,5.7,2.4,34504,65791
Montana,Missoula County,117309,15,2.2,95.6,43,83.3,14.3,6.7,4.1,31897,54062
Montana,Ravalli County,42512,25.1,1.9,91.6,27.8,79.9,12.3,10.9,5.2,29761,53054
Montana,Silver Bow County,34770,18.7,1.3,92.5,27.2,71.6,17.4,5.3,4.7,27706,45718
Montana,Yellowstone County,159008,16.5,2.4,94.1,32.1,79.9,9.8,7.2,3.1,34451,61264
Nebraska,Buffalo County,49209,13.9,6.3,93.1,34.6,78.2,13.5,8.9,1.8,31043,59431
Nebraska,Douglas County,560617,12.6,8,90.6,39.7,79.9,12,9.2,3.4,35307,64629
Nebraska,Hall County,61265,14.6,18.3,84.6,21.5,69.9,11.8,11.9,3.1,28359,57104
Nebraska,Lancaster County,313158,13.5,5,93.7,39.5,84.1,12.5,7.2,2.8,32378,60527
Nebraska,Sarpy County,181232,11.4,5.4,95.5,39.8,87.8,5.9,5.4,2.4,36058,82032
Nevada,Clark County,2182004,14.5,21.3,86.1,24.5,79,13.7,11.7,6,30704,59340
Nevada,Elko County,52297,11,13.4,86.3,16.6,79.9,11.7,10.1,4.2,33875,81232
Nevada,Lyon County,54380,20.9,11.2,86.9,14.4,78.7,11.6,8.1,6.3,27855,56875
Nevada,Nye County,44380,29.7,8.4,86.1,10.7,71.6,16.4,9.8,8.3,25558,47300
Nevada,Washoe County,456936,16,16.1,88.6,30.8,82.5,11.3,9.4,4.8,36071,64791
Nevada,Carson City,54773,19.8,16.4,87,22.2,77.2,11.3,10.6,4.3,31549,55718
New Hampshire,Cheshire County,76042,19.4,0.7,93.4,33.1,81.1,9,6.3,3.3,33946,64751
New Hampshire,Grafton County,89777,20,1,92.8,40.6,83.5,9.6,7.1,2.8,37750,63389
New Hampshire,Hillsborough County,413035,15.2,5,92.1,38.1,85.5,7.8,6.2,3.6,40955,81460
New Hampshire,Merrimack County,149917,17.6,1.4,93.2,35.6,84.2,6.5,5.7,3.4,37367,75737
New Hampshire,Rockingham County,306359,17.2,2.6,95.1,41.4,88,4.6,4.4,2.9,47222,93756
New Hampshire,Strafford County,129124,14.6,1.7,92.8,35.8,84.8,9.5,6,3.3,35601,72960
New Jersey,Atlantic County,266105,17.5,14.8,87,28.1,78,13.3,8.1,7.7,33284,62110
New Jersey,Bergen County,930390,17,15.8,92.5,49.3,85.8,6.7,7.5,3.9,51214,101144
New Jersey,Burlington County,445702,16.6,5.5,93.7,38,85.7,6.1,4.3,5.4,43187,87416
New Jersey,Camden County,506738,15.4,13,88.7,32.5,77.9,12.2,6.5,6.3,35958,70451
New Jersey,Cape May County,93086,25.8,4.7,92.5,32.8,81.2,9.8,6,6.9,40389,67074
New Jersey,Cumberland County,151906,14.9,24.4,79.4,15.6,70.9,16.5,9.4,6.8,25694,54149
New Jersey,Essex County,795404,13.4,19.6,86.1,35.5,73.1,15.8,11.4,7.7,38722,61510
New Jersey,Gloucester County,291165,15.4,4.6,92.9,33,84.2,7.4,4.3,5,39337,87283
New Jersey,Hudson County,670046,11.7,36.3,84.8,42.3,79.2,15.2,12.9,5,40740,71189
New Jersey,Hunterdon County,124823,17.9,5.4,95,52.7,89.1,4.5,2.6,3.6,57098,115379
New Jersey,Mercer County,367922,14.9,13.2,88.5,42.6,80.1,11.6,7.7,5.9,43086,81057
New Jersey,Middlesex County,825920,14.7,16.9,89.8,43.6,84,8.5,6.8,4.8,39599,89533
New Jersey,Monmouth County,621659,17.1,7.6,93.4,46,84.9,6.9,5.7,4.6,51700,99733
New Jersey,Morris County,493379,16.7,11,94.5,54.1,89,4.8,4.7,4.1,58109,115527
New Jersey,Ocean County,596415,22.4,5.6,92,30,80.8,10.1,5.6,4.8,36100,70909
New Jersey,Passaic County,503637,14.3,34.4,83.7,28.2,74.9,15.7,12.5,4.4,32064,69688
New Jersey,Salem County,62990,18.3,6.7,88.8,21,74,12.4,5.3,5.9,34047,66842
New Jersey,Somerset County,329838,15.3,11,94.5,54.7,90,5.1,5.3,4.3,55828,113611
New Jersey,Sussex County,141483,16.7,5.4,94.9,36.1,87.5,4.9,3.9,4.7,44728,94520
New Jersey,Union County,554033,14.2,26.7,86.4,36,79.2,9.5,11.3,5.2,41603,80198
New Jersey,Warren County,105862,17.6,6.3,91.5,33,81.8,7.6,5.7,5.7,39802,81307
New Mexico,Bernalillo County,677858,15.8,26.7,88.9,34.4,76.3,16.7,8.2,5.3,30734,53329
New Mexico,Chaves County,65144,15.5,35,78.2,18,64.6,19.4,10,4.6,22041,43359
New Mexico,Cibola County,26891,15.6,26.3,83,14.2,57.3,26.1,9.1,12.9,20018,39413
New Mexico,Curry County,49732,12.2,29.6,81.9,19.2,69,20.9,10.5,5.9,23021,45092
New Mexico,Dona Ana County,216069,15.3,53,79.4,27.1,69.3,26.4,10.3,7.1,22154,40973
New Mexico,Eddy County,57732,14.3,23.6,84.4,16.2,70.2,14.6,9.5,4.3,30246,65328
New Mexico,Grant County,27669,26.6,34.4,87.5,28.8,67,24,3.7,7.6,25590,37843
New Mexico,Lea County,70277,11.1,37.8,74.3,13.6,63.9,15.8,13,5.8,25585,60546
New Mexico,Luna County,24083,20.5,52.1,69.8,12.5,46.7,27.7,8.6,11.5,17168,29360
New Mexico,McKinley County,72438,11.9,8.5,77.2,11.4,42.4,34.8,19.9,13.4,15931,33834
New Mexico,Otero County,66137,17,21.8,83.4,17.5,73.3,22.1,8.5,7.7,23170,41988
New Mexico,Rio Arriba County,39159,18.7,64.1,86.4,19.3,52.5,24,9.1,6.8,22911,39952
New Mexico,Sandoval County,142704,17.1,21.7,89.9,30.5,80.7,12.7,8.8,6.5,29255,63802
New Mexico,San Juan County,126515,14.3,12.5,84.9,14.9,66.5,21,13.5,8.3,23235,50518
New Mexico,San Miguel County,27738,20.6,68.5,83.3,21.4,57.1,28.2,5.7,8,20762,30946
New Mexico,Santa Fe County,149293,23.1,30.7,89.3,41,78.6,12.8,10.8,3.9,38520,61200
New Mexico,Taos County,32786,25.3,45,90.1,28.7,69.5,18.3,9.7,9.8,25646,38329
New Mexico,Valencia County,76027,17.2,36.2,84.5,18.5,68.1,16.9,8.2,6.7,23675,48945
New York,Albany County,306968,16.5,3.5,92.1,41.8,79.9,11.9,3.1,4,37635,66252
New York,Allegany County,46688,18.4,0.9,90.8,20.9,72.7,16.9,6.6,4.8,24857,48412
New York,Bronx County,1435068,12.5,51,72.8,20.1,64.4,28,8.6,9.5,21778,40088
New York,Broome County,193188,18.7,2.9,90.7,28.4,77.3,17.4,4.2,5.7,28699,52226
New York,Cattaraugus County,77121,18.7,1.2,88.8,19.1,67.7,16.5,6.9,5.1,25822,48703
New York,Cayuga County,77425,18.4,2.5,87.8,22.6,74.5,12.1,5.1,4.3,30509,58377
New York,Chautauqua County,128496,19.6,5.1,88.8,22.2,73.4,18.2,5.4,5.3,26165,46820
New York,Chemung County,84895,18.4,1.7,90.3,23.3,76,13.9,4.3,5.2,28778,54940
New York,Chenango County,47909,20.2,2.5,88.1,18.7,73.4,13.5,4.3,5.2,27708,52002
New York,Clinton County,80583,16.4,1.7,87.6,22.9,77.6,15,3.9,3.6,27761,56365
New York,Columbia County,60371,23.1,3.1,90.3,32.7,78.5,11.6,4.6,4.7,38268,66787
New York,Cortland County,47865,16,1.2,90.7,28,77.7,16.4,3.2,4.9,28229,56023
New York,Delaware County,44995,24,3.5,88.9,22.6,74.4,16.6,5.1,4.3,27701,49544
New York,Dutchess County,293754,17.1,8.5,91.1,35,83.3,9,4.7,4.6,40093,81219
New York,Erie County,919355,17.6,4.2,91.8,34.4,74.8,14.2,3.2,4,33598,58121
New York,Franklin County,50477,16.6,1.1,87.4,19.1,68.4,17.8,5.1,6.7,25406,50407
New York,Fulton County,53646,19,1.4,87.3,18.2,64.9,14.9,4.8,4.2,27443,50482
New York,Genesee County,57808,18.3,2.6,92.2,22.3,75.6,10.9,3.5,3.7,30511,60524
New York,Greene County,47424,21.6,2.5,86.7,22.1,73.3,14,4.2,4,28433,53601
New York,Herkimer County,62057,20.1,1.3,89.8,21.5,75.2,13.6,5,5.4,27850,54646
New York,Jefferson County,112842,13.2,4.6,91,22.2,77.5,14,5.3,5.5,26194,52685
New York,Kings County,2589974,13.6,16.5,82.4,37.5,76.1,20,7.3,5.9,34173,60231
New York,Livingston County,63591,17.2,2.5,90.6,26.5,80,13.2,3.2,3.1,28701,59510
New York,Madison County,71205,17.6,1.1,92,26.2,78.1,9.8,4.4,4.1,30469,61633
New York,Monroe County,743341,16.9,6.7,90.4,38.6,77.7,14.4,3.3,5,33840,60075
New York,Montgomery County,49302,18.3,11.2,86.8,17.8,69,19.8,6.3,6.3,26521,49462
New York,Nassau County,1356509,17.5,12.4,91.4,46,86.6,5.6,4.4,3.7,51422,116100
New York,New York County,1631993,16.2,18.7,87.3,61.3,83,15.8,5.2,4.9,76592,86553
New York,Niagara County,210820,18.6,1.9,91.2,24.6,74.7,13.5,3.3,4.6,30971,55522
New York,Oneida County,229959,18.4,3.7,88.5,25.7,74.3,15.5,4,4.2,29687,56027
New York,Onondaga County,462872,16.6,3.9,91,35.9,78.6,14.1,3.7,4.9,34002,61359
New York,Ontario County,109511,19.4,3.3,93.9,36.3,82,8.7,3.3,3.3,36835,64944
New York,Orange County,380085,13.7,15.8,89.7,30.3,79.4,11.6,4.8,3.8,34959,79944
New York,Oswego County,118339,15.8,1.9,88.2,19,77.5,17,4.6,6.1,28587,55967
New York,Otsego County,59972,20.6,2.9,91.7,31.1,75.7,14.9,4.8,5.5,28849,54028
New York,Queens County,2287388,15.3,22.9,82,32.2,78.2,12.2,9.5,5.3,31930,68666
New York,Rensselaer County,159185,16.5,3.5,91.9,32,78.7,11.7,3.7,4.3,35903,68991
New York,Richmond County,474893,15.9,12.4,88.7,33.9,80.2,11.7,4.3,4.2,36907,82783
New York,Rockland County,324422,15.5,13.6,88.2,41.1,80.7,13.9,5.6,5.2,39286,93024
New York,St. Lawrence County,108913,16.9,1.4,88.7,23.8,73.3,17.9,6,6.8,25378,50940
New York,Saratoga County,228502,17.6,1.9,94,41.4,85.8,5.8,3.3,3.3,43065,84291
New York,Schenectady County,154859,16.8,4.6,90.7,32.1,76.6,11.4,4.2,6,32417,65499
New York,Steuben County,96422,18.9,1.3,90.5,23.6,74.4,13.7,5.5,6.1,29886,53663
New York,Suffolk County,1483832,16.5,12.8,90.6,36.3,86.4,6.9,4.7,4,44465,101031
New York,Sullivan County,75116,18.5,9.7,86.7,24.8,74.6,15.2,5.6,6.6,30446,57426
New York,Tioga County,48686,19.7,1.4,91.2,26,80.2,10.2,4.2,5.8,31822,62999
New York,Tompkins County,102642,13.9,3.3,94.4,53.5,86.4,18.9,3.4,3.5,33075,60240
New York,Ulster County,178665,19.2,5.3,90.7,32.5,81.4,13.8,5.4,4.7,34834,64304
New York,Warren County,64276,21.6,1.7,91.9,31.3,79.1,9.5,3.9,3.9,35271,61024
New York,Washington County,61616,18.9,1.9,87.9,20.5,74.1,11.3,5.5,4.6,28530,57258
New York,Wayne County,90519,18.4,3.4,89.2,22.6,76.3,11.6,4.2,4.6,31043,59449
New York,Westchester County,968890,16.7,19.5,88.1,48.9,82.2,8.8,5.8,5,57049,96610
North Carolina,Alamance County,163324,16.6,8.3,86.3,24.8,72.4,16.1,11.2,4.7,27312,49688
North Carolina,Beaufort County,47168,23.3,5.7,87.7,20.6,66.9,18.6,12,5.9,27504,45212
North Carolina,Bladen County,33407,21,6.6,81.3,15.8,61.9,24.3,12.9,4.3,23440,36173
North Carolina,Brunswick County,131815,30.5,3.5,91.3,29.9,80.8,11.8,9.8,5.1,33312,58236
North Carolina,Buncombe County,256886,19.4,5.2,91.1,40.1,76.5,12.2,10.7,2.9,32426,52207
North Carolina,Burke County,89968,19.7,5.3,81.6,16.4,63.6,18.1,12.1,6.8,24481,44557
North Carolina,Cabarrus County,206615,13,7.9,89.9,32.3,84,10.2,7.7,4.2,32255,67328
North Carolina,Caldwell County,81884,19.3,3.7,80,15.7,67.8,15.1,12.3,5.5,23869,44511
North Carolina,Carteret County,69070,24.2,3.8,91.6,29.1,81,10.7,10.5,5.4,33722,57194
North Carolina,Catawba County,157613,17.5,8.2,85.9,22.6,70.7,13.2,11.6,5.6,28224,52056
North Carolina,Chatham County,71338,24,9.7,88.9,42.4,78.3,10.2,11.7,3.6,40967,67031
North Carolina,Cleveland County,97282,18.2,3,84.2,17.6,63.9,20.4,12.2,7.7,22589,42247
North Carolina,Columbus County,56068,19.5,5.4,83,13.8,59.8,22.8,12.6,6.5,22608,37628
North Carolina,Craven County,102491,18.7,5,88.8,25.3,75.7,15.2,10.7,6,29521,52687
North Carolina,Cumberland County,332861,11.6,8.9,91,25.5,76.8,18.4,9.9,7.7,24936,46875
North Carolina,Davidson County,165381,17.8,5.3,83.9,18.5,72.6,15.4,11.3,5.7,25988,49546
North Carolina,Duplin County,58967,17.9,15.4,76,12.1,56.8,21.2,17.1,7.7,20254,41764
North Carolina,Durham County,311848,12.6,9.3,88.4,48.2,81.4,15.2,12,4.2,35398,60958
North Carolina,Edgecombe County,52648,19,3.1,81.1,13.6,56.9,23.7,10.3,8.2,20626,36866
North Carolina,Forsyth County,375195,15.6,9.1,89.2,34,75.7,16.8,10.8,5.2,30769,51569
North Carolina,Franklin County,66362,16.4,5.9,86.2,22,72.8,13.2,9.9,4.9,27294,55193
North Carolina,Gaston County,219271,15.8,5.6,84.8,21.2,71.4,14.5,10.3,5.9,27352,52835
North Carolina,Granville County,59328,16.6,5.7,84.3,22.5,72.6,14.3,8.8,5.1,27131,55856
North Carolina,Guilford County,527868,14.8,6,89.1,36,76.5,15.8,9.5,5.1,30767,53261
North Carolina,Halifax County,51190,20.1,2,78.6,14.4,58.6,25.8,12.4,6.8,21848,35502
North Carolina,Harnett County,132283,12.2,8.6,87.5,21.9,77.9,15.8,11.2,6.8,23767,53554
North Carolina,Haywood County,61053,24.3,2.4,88,26,67.8,13.4,9.9,3.7,30490,51659
North Carolina,Henderson County,114913,25.4,6.7,89.9,31.8,76.1,10.9,11.6,2.5,31564,55945
North Carolina,Hoke County,53957,9.6,10,87.1,17.7,74.6,20.4,13.9,9.4,20991,48072
North Carolina,Iredell County,175538,15.6,6.1,89.3,28.4,79.7,10.9,9,4.3,33194,60955
North Carolina,Jackson County,42938,19.3,3.9,89.4,30.4,72.1,18.7,13.1,3.9,25347,47252
North Carolina,Johnston County,196870,13,9.6,86.9,22.9,79.1,12.5,12,4.2,27924,59865
North Carolina,Lee County,60481,16.1,13.8,83.5,21.5,73.1,16.1,13.9,7.1,24842,49994
North Carolina,Lenoir County,56756,19.5,6.4,79.7,14.9,62.4,23.2,12.5,10.8,23865,39402
North Carolina,Lincoln County,82919,17,5.9,87.9,23,76.5,12.1,8.8,5,31771,57536
North Carolina,McDowell County,45227,19.9,4.9,83.9,17.4,65.3,16.8,11.5,5.6,24281,43646
North Carolina,Macon County,34813,28.3,4.8,89.3,23.8,70.9,15.4,13.3,4,28936,45507
North Carolina,Mecklenburg County,1074475,10.9,9.7,90.3,45.4,83.1,11.6,11.6,4.3,38819,66641
North Carolina,Moore County,97294,23.8,5.2,90.7,37.4,77.8,11.3,9,4.4,34606,59963
North Carolina,Nash County,94030,17.8,4.2,85.6,20.8,68.6,15.2,9.7,6.1,27406,49537
North Carolina,New Hanover County,227938,17.2,3.7,93.2,40.6,83.4,16,9.9,4.5,34288,54891
North Carolina,Onslow County,195069,8.9,8.8,91.5,22.9,82.7,13.2,8.5,8.1,24413,50278
North Carolina,Orange County,144836,13.4,6.6,92.7,59.7,87.6,13.7,7,3.6,42231,71723
North Carolina,Pasquotank County,39514,16.5,3.9,87,22.1,69.7,15.7,11.9,6.9,24664,50558
North Carolina,Pender County,60399,17.7,5.8,87.8,27.9,76.4,14.1,10.2,6.8,29266,57240
North Carolina,Person County,39345,19,3.5,86.5,15.6,72.7,16.1,8.7,5.9,27329,51020
North Carolina,Pitt County,178433,12.8,4.6,89.3,32.7,72.1,22.9,10.1,7.2,27155,47437
North Carolina,Randolph County,143118,17.4,8.9,81.5,15.7,69.5,15.2,13.7,4.1,24397,47288
North Carolina,Richmond County,44997,17.4,4.6,80.9,15.7,61.4,25.2,11.7,9.1,21228,36148
North Carolina,Robeson County,132596,14.7,5.9,77.3,13.7,52.7,27.7,14.1,6.4,18709,34976
North Carolina,Rockingham County,91077,19.9,4.3,82.7,15.1,65.1,18.1,10.2,5.8,24209,43579
North Carolina,Rowan County,140296,17.2,7.2,85.6,18.5,72.5,15.9,11.8,6.5,25630,49842
North Carolina,Rutherford County,66599,21.1,3.8,83.8,17.8,65.8,17.9,11.5,5.7,23978,42608
North Carolina,Sampson County,63385,17.4,13.1,79.3,13.7,58.9,20.9,15.7,6.7,22875,42151
North Carolina,Scotland County,35076,17.4,3.1,80.2,15.5,56.1,27.3,11.5,11.3,19052,37238
North Carolina,Stanly County,61588,18.7,3.3,85.3,17.3,71,12.9,11.2,5.3,25863,52623
North Carolina,Stokes County,45781,20.3,2.5,83.8,14.1,69.7,13.8,11.2,5.9,26279,48054
North Carolina,Surry County,71971,20.1,7,79.5,18,67,16.4,12.2,3.6,25500,43597
North Carolina,Union County,231053,12.3,8.4,89.6,35.4,83.9,8.2,9,4.1,36362,80033
North Carolina,Vance County,44479,17.9,5.4,80.4,14.8,60.8,20.8,10.8,7,23049,40529
North Carolina,Wake County,1069079,11.3,7.6,93,52.8,88.3,9.1,8.4,3.6,40982,80591
North Carolina,Watauga County,54925,15.5,2.8,90.8,42.2,83.4,25.3,9.1,4.5,26882,47526
North Carolina,Wayne County,123603,16,9.3,84.5,19,69.3,20.2,12.6,5.9,25277,44416
North Carolina,Wilkes County,68469,21,4.3,80.1,15.8,68.7,17.7,11.4,4.9,25202,44107
North Carolina,Wilson County,81435,17.5,7.2,80.3,19.6,64.7,20.3,12.2,7.6,24790,43877
North Carolina,Yadkin County,37602,19.5,6.8,82.3,11.6,67.5,15.4,10.8,3.3,25218,44682
North Dakota,Burleigh County,94793,15.6,1.3,94.3,35.8,81.1,8.1,5.4,1.9,38804,71524
North Dakota,Cass County,176975,11.6,1.4,94.8,40.2,82.1,10.7,5.8,2.3,37620,64482
North Dakota,Grand Forks County,70224,12.3,2.1,95.1,35.6,80.9,16.2,6.3,3.1,32153,54051
North Dakota,Ward County,68812,12.2,3.2,93.7,29.3,80.2,9.5,6.4,2.8,34923,68871
Ohio,Adams County,27776,17.5,0.3,80.2,13.2,61.8,20.7,7.6,5.5,22366,39079
Ohio,Allen County,103175,17.2,1.6,90.3,18.9,72.7,13.9,6.1,4.8,26761,53131
Ohio,Ashland County,53536,18.3,1,88.5,20.9,71.5,13.8,8.9,3.2,26017,52823
Ohio,Ashtabula County,97830,18.5,2.9,86,14.3,67,19.9,9.7,6.6,24265,46700
Ohio,Athens County,65917,12.6,1.6,90,30.2,75.3,30.2,6.1,5.8,22040,40905
Ohio,Belmont County,68024,20.3,0.7,90.2,16.7,68.4,12.3,5.5,5,27580,50904
Ohio,Brown County,43572,18.1,1.5,87.9,14.9,70.3,15.3,7.8,4.7,26696,54575
Ohio,Butler County,380019,14.4,3.4,90.6,30.2,79.9,12.5,5.6,4.2,31921,66117
Ohio,Clark County,134726,19,2.9,88.7,18.7,72.9,14.9,6.3,6,27066,50873
Ohio,Clermont County,204275,15.7,1.8,90.2,28.6,80.4,9,5.1,3.5,34390,66968
Ohio,Clinton County,41957,16.6,1.7,88.3,18.9,70.2,14.8,5.6,4.8,26690,52815
Ohio,Columbiana County,103190,19.8,1.6,88.5,14.9,70.4,14.3,6.4,6.1,26469,48345
Ohio,Coshocton County,36585,19,1.2,85.5,13.2,64.7,14.4,10.2,5.4,23432,46606
Ohio,Crawford County,41821,20.4,1.2,90.2,14.4,69.4,14.9,5.7,5.1,25744,44971
Ohio,Cuyahoga County,1247451,17.7,4.9,89.8,32.5,72.2,17.5,5.4,7.1,33114,50366
Ohio,Darke County,51513,19.1,1.1,90.8,15.8,74.5,10.5,5.7,2.7,27855,55620
Ohio,Delaware County,201135,13.2,2,96.4,54.3,90.8,4.8,3.7,2.6,48117,106908
